"player_name","player_home_region","player_current_region","team_name","account_server","account_name","account_last_active"
"iBoy","CN","CN","Rare Atom","KR","Kk0ma20","2020-06-19 05:23:32"
"iBoy","CN","CN","Rare Atom","KR","1191","2020-03-07 19:27:12"
"iBoy","CN","CN","Rare Atom","KR","nihaoheart","2020-01-01 12:56:18"
"iBoy","CN","CN","Rare Atom","KR","12240511del","2019-11-04 00:00:00"
"iBoy","CN","CN","Rare Atom","KR","wsFW005","2018-09-26 22:08:10"
"IgNar","KR","NA","Immortals","EUW","Fantastic Duo2","2019-11-04 00:00:00"
"IgNar","KR","NA","Immortals","EUW","P5MoSZ1jatp3JQYy","2019-11-04 00:00:00"
"IgNar","KR","NA","Immortals","KR","IgNar","2022-11-02 19:05:02"
"IgNar","KR","NA","Immortals","KR","Schalke 04 IgNar","2018-12-31 11:16:10"
"IgNar","KR","NA","Immortals","KR","IgNar","2017-09-05 07:05:10"
"Impact","NA","NA","Evil Geniuses","EUW","Ang gimori","2019-11-04 00:00:00"
"Impact","NA","NA","Evil Geniuses","EUW","msi1819","2018-05-14 20:51:12"
"Impact","NA","NA","Evil Geniuses","EUW","C987654321","2017-07-08 13:30:12"
"Impact","NA","NA","Evil Geniuses","KR","2960771717375488","2022-05-26 15:47:53"
"Impact","NA","NA","Evil Geniuses","KR","???","2021-12-25 02:18:56"
"Impact","NA","NA","Evil Geniuses","KR","??????","2018-10-15 10:35:50"
"Impact","NA","NA","Evil Geniuses","KR","???????","2017-09-19 04:42:22"
"Impact","NA","NA","Evil Geniuses","NA","EG Impact","2022-10-11 23:08:00"
"Impact","NA","NA","Evil Geniuses","NA","0307","2018-04-25 10:13:21"
"Inspired","EU","NA","Evil Geniuses","EUW","Jojopyun fangirl","2022-10-25 20:27:35"
"Inspired","EU","NA","Evil Geniuses","EUW","Wiekszy cwaniak","2021-12-15 13:15:53"
"Inspired","EU","NA","Evil Geniuses","EUW","RGE Inspired2","2021-09-19 20:58:45"
"Inspired","EU","NA","Evil Geniuses","EUW","RGE Inspired2","2021-09-18 18:02:54"
"Inspired","EU","NA","Evil Geniuses","EUW","RGE Inspired2","2021-09-15 17:39:38"
"Inspired","EU","NA","Evil Geniuses","EUW","Great server xD","2021-01-21 12:58:27"
"Inspired","EU","NA","Evil Geniuses","EUW","GWIAZDECZKA","2020-07-12 18:48:10"
"Inspired","EU","NA","Evil Geniuses","KR","2960771749275136","2022-05-26 15:23:42"
"Inspired","EU","NA","Evil Geniuses","NA","EG INSPIREDGOD","2022-10-13 23:13:47"
"Instinct","NA","NA","TSM","NA","minds alike","2022-09-22 04:43:12"
"ItsCortez","RU","RU","Dragon Army","EUW","itsCORTEZ","2022-11-01 04:15:49"
"ItsCortez","RU","RU","Dragon Army","EUW","cortyuk","2022-06-01 13:41:16"
"ItsCortez","RU","RU","Dragon Army","EUW","s8 d4 magnet","2019-05-13 12:09:41"
"Iwandy","CN","CN","LNG Esports","EUW","GNLGNL","2021-10-17 23:43:36"
"Iwandy","CN","CN","LNG Esports","KR","xxxxxxm","2022-08-30 07:14:09"
"Iwandy","CN","CN","LNG Esports","KR","71270274del","2021-09-23 10:00:31"
"JackeyLove","CN","CN","Top Esports","EUW","caibizaodianshui","2019-11-01 22:30:42"
"JackeyLove","CN","CN","Top Esports","EUW","vB0rEFvACrnU8IJQ","2019-10-04 00:16:19"
"JackeyLove","CN","CN","Top Esports","KR","opasdwqexz","2022-09-25 11:45:30"
"JackeyLove","CN","CN","Top Esports","KR","2639443781666752","2022-01-11 19:16:59"
"JackeyLove","CN","CN","Top Esports","KR","cxzkdasjdqwoie","2021-06-07 13:21:00"
"JackeyLove","CN","CN","Top Esports","KR","98054668del","2021-01-18 14:41:21"
"JackeyLove","CN","CN","Top Esports","KR","vmajnjkdqhwey","2020-01-06 12:43:02"
"JackeyLove","CN","CN","Top Esports","KR","xncdwedkaql","2018-11-02 08:25:06"
"JackeyLove","CN","CN","Top Esports","KR","i6tbK1cqS2406k02","2018-02-22 00:48:24"
"JackeyLove","CN","CN","Top Esports","KR","qweqwazxczxcsdxs","2017-09-19 22:49:30"
"JackeyLove","CN","CN","Top Esports","KR","qweqwascxxzsdxz","2017-06-28 09:00:19"
"JackeyLove","CN","CN","Top Esports","NA","eeevoLyekcaJ","2022-10-15 04:50:01"
"Jankos","EU","EU","G2 Esports","EUNE","Jankoss","2021-09-30 22:27:16"
"Jankos","EU","EU","G2 Esports","EUW","ULTRAMENTAL69","2022-10-22 19:23:17"
"Jankos","EU","EU","G2 Esports","EUW","llIlllllIIllllll","2020-07-26 19:58:50"
"Jankos","EU","EU","G2 Esports","EUW","Polish Wonderb0y","2020-07-23 18:05:33"
"Jankos","EU","EU","G2 Esports","KR","2960771361211904","2022-05-28 03:53:06"
"Jankos","EU","EU","G2 Esports","KR","2960769374348320","2022-04-29 16:54:27"
"Jankos","EU","EU","G2 Esports","KR","Giang Van Cot","2019-05-05 03:12:01"
"Jankos","EU","EU","G2 Esports","KR","Giang Van Cot","2019-05-05 03:12:01"
"Jankos","EU","EU","G2 Esports","KR","G2 Jankos","2018-10-26 22:44:50"
"Jankos","EU","EU","G2 Esports","KR","otwoeur51","2018-09-23 08:56:42"
"Jankos","EU","EU","G2 Esports","NA","ULTRAMENTALL69","2022-10-13 20:51:45"
"Japone","TR","TR","NASR eSports Turkey","EUW","InsaneMentality","2022-09-28 18:21:03"
"Japone","TR","TR","NASR eSports Turkey","EUW","japonee","2022-08-07 13:33:54"
"Japone","TR","TR","NASR eSports Turkey","EUW","kai procter","2020-05-18 01:30:17"
"Japone","TR","TR","NASR eSports Turkey","EUW","DgXCQqVAErKs6rgX","2019-01-07 19:54:29"
"Japone","TR","TR","NASR eSports Turkey","EUW","DP Japone","2018-01-03 00:05:03"
"Jelly","KR","LLA","Isurus Gaming","KR","????","2022-11-02 13:16:00"
"Jelly","KR","LLA","Isurus Gaming","KR","84390716del","2019-03-31 00:30:02"
"Jensen","NA","NA","Cloud9","EUW","2021Worlds0019","2021-10-16 22:08:52"
"Jensen","NA","NA","Cloud9","EUW","2021Worlds0024","2021-09-02 08:43:32"
"Jensen","NA","NA","Cloud9","EUW","lanekingdom1","2019-11-04 00:00:00"
"Jensen","NA","NA","Cloud9","EUW","Jensen9","2017-09-02 13:35:07"
"Jensen","NA","NA","Cloud9","KR","2966567649142368","2022-06-03 13:46:29"
"Jensen","NA","NA","Cloud9","KR","Liquid Jensen","2019-04-30 23:33:35"
"Jensen","NA","NA","Cloud9","KR","Jensen","2018-10-27 23:12:29"
"Jensen","NA","NA","Cloud9","KR","??? ??","2017-09-18 07:38:58"
"Jensen","NA","NA","Cloud9","NA","C9 Jensen","2022-11-01 04:00:01"
"Jensen","NA","NA","Cloud9","NA","Jænsen","2022-05-12 00:39:48"
"Jensen","NA","NA","Cloud9","NA","stayawayz","2022-05-02 02:23:49"
"Jensen","NA","NA","Cloud9","NA","Jmønéy","2021-04-28 06:32:16"
"Jensen","NA","NA","Cloud9","NA","Jensen1","2021-02-14 02:41:59"
"Jensen","NA","NA","Cloud9","NA","TL Jensenn","2020-07-26 23:26:00"
"Jensen","NA","NA","Cloud9","NA","A New Beginning","2019-09-26 00:21:26"
"Jensen","NA","NA","Cloud9","NA","C9 TOXIC MID","2017-05-26 08:56:46"
"JeongHoon","KR","EU","Astralis","KR","??? ?","2022-10-01 21:30:27"
"Jett","KR","JP","Sengoku Gaming","KR","Jett0","2022-11-02 18:43:16"
"Jett","KR","JP","Sengoku Gaming","KR","??????","2022-01-03 16:08:03"
"Jeyrus","TR","TR","Besiktas e-Sports Club","EUW","Jeyrus","2022-11-02 13:57:33"
"Jeyrus","TR","TR","Besiktas e-Sports Club","EUW","No more smile","2022-08-31 13:02:05"
"Jeyrus","TR","TR","Besiktas e-Sports Club","EUW","always sad songs","2021-01-06 18:04:29"
"Jeyrus","TR","TR","Besiktas e-Sports Club","EUW","Sujery","2020-01-05 18:12:46"
"Jezu","EU","EU","SK Gaming","EUW","SPOLFCEI","2022-11-02 23:02:48"
"Jezu","EU","EU","SK Gaming","EUW","Jezuuu","2022-10-31 10:30:03"
"Jezu","EU","EU","SK Gaming","EUW","Rhynoz","2021-09-22 18:06:46"
"Jezu","EU","EU","SK Gaming","KR","2825123712558496","2021-11-22 16:22:03"
"jiang","CN","CN","FunPlus Phoenix","KR","75930948del","2020-12-08 14:56:02"
"Jiejie","CN","CN","EDward Gaming","EUW","See u lceland","2021-11-05 21:14:34"
"Jiejie","CN","CN","EDward Gaming","KR","Dan Xiao Gu","2022-09-25 15:30:38"
"Jiejie","CN","CN","EDward Gaming","KR","2639435278730592","2022-01-11 05:15:32"
"Jiejie","CN","CN","EDward Gaming","KR","95230219del","2021-01-18 18:50:26"
"Jiejie","CN","CN","EDward Gaming","KR","20751134del","2020-05-25 13:35:51"
"Jiejie","CN","CN","EDward Gaming","KR","jin zhi tao wa","2020-01-09 01:19:34"
"Jiejie","CN","CN","EDward Gaming","NA","Dan Xiao Gu 12","2022-10-22 05:34:05"
"Jinjiao","CN","CN","LGD Gaming","KR","Permaban12095952","2022-10-28 14:33:25"
"Jinjiao","CN","CN","LGD Gaming","KR","76140424del","2020-12-08 13:34:13"
"JNX","EU","EU","SK Gaming","EUW","HOARAH LOUX Z","2022-11-02 21:26:10"
"JNX","EU","EU","SK Gaming","EUW","dejan1","2022-11-02 21:21:57"
"JNX","EU","EU","SK Gaming","EUW","topgaphaha","2022-07-24 13:53:20"
"JNX","EU","EU","SK Gaming","EUW","I WILL BE KING","2022-03-10 01:36:17"
"JNX","EU","EU","SK Gaming","EUW","Totentanz","2021-01-27 20:51:58"
"JNX","EU","EU","SK Gaming","EUW","KlausStörtebeker","2020-08-05 20:29:00"
"Johnsun","NA","NA","FlyQuest","KR","2891408022554240","2022-05-28 15:29:22"
"Johnsun","NA","NA","FlyQuest","NA","FLY Johnsun","2022-10-11 01:05:39"
"Johnsun","NA","NA","FlyQuest","NA","JOHNSUN","2022-09-06 05:46:49"
"Johnsun","NA","NA","FlyQuest","NA","2003 07 18","2021-01-04 03:43:58"
"Johnsun","NA","NA","FlyQuest","NA","tHLb4efFjegF9LES","2019-12-06 19:09:02"
"JoJo","BR","BR","RED Canids","BR","v J o J o","2022-11-01 14:54:02"
"JoJo","BR","BR","RED Canids","EUW","Aegis fangirlQAQ","2021-10-07 22:40:16"
"JoJo","BR","BR","RED Canids","KR","2960771651306688","2022-05-14 09:00:12"
"JoJo","BR","BR","RED Canids","KR","Queijo do Chefe","2022-04-30 00:01:45"
"Jojopyun","NA","NA","Evil Geniuses","EUW","ég jojopyun","2021-10-17 10:50:14"
"Jojopyun","NA","NA","Evil Geniuses","KR","2960771781657632","2022-05-26 16:58:07"
"Jojopyun","NA","NA","Evil Geniuses","KR","2960769804248160","2022-04-30 00:01:45"
"Jojopyun","NA","NA","Evil Geniuses","NA","jojopyun 16","2022-10-29 09:11:05"
"Josedeodo","LLA","NA","FlyQuest","KR","2891407957263904","2022-05-30 14:34:07"
"Josedeodo","LLA","NA","FlyQuest","NA","Josedeodo","2022-09-23 01:00:51"
"JunJia","PCS","CN","EDward Gaming","EUW","Expecto Patrounm","2021-11-05 21:12:33"
"JunJia","PCS","CN","EDward Gaming","KR","fragile","2022-11-02 08:26:54"
"JunJia","PCS","CN","EDward Gaming","KR","h941u u ek7","2022-08-21 20:30:27"
"JunJia","PCS","CN","EDward Gaming","KR","2639447965795648","2022-01-12 07:27:43"
"JunJia","PCS","CN","EDward Gaming","KR","???? ??","2021-09-28 12:56:33"
"JunJia","PCS","CN","EDward Gaming","KR","95340215del","2021-01-14 17:59:27"
"JunJia","PCS","CN","EDward Gaming","KR","78571134del","2020-12-02 09:25:03"
"JunJia","PCS","CN","EDward Gaming","NA","13anana Pudding","2022-10-21 23:31:15"
"Juuzou","TR","TR","Besiktas e-Sports Club","EUW","hamza kandemir","2020-01-10 14:25:40"
"Juuzou","TR","TR","Besiktas e-Sports Club","EUW","DP Serkhand","2019-12-05 14:21:06"
"Kael","KR","KR","Liiv SANDBOX","KR","K a e 1","2022-11-02 13:41:34"
"Kaiser","EU","EU","MAD Lions","EUW","zta","2022-06-24 12:49:39"
"Kaiser","EU","EU","MAD Lions","EUW","wombatcombat1","2022-05-23 21:26:11"
"Kaiser","EU","EU","MAD Lions","EUW","MAD Kaîser","2022-02-23 11:13:48"
"Kaiser","EU","EU","MAD Lions","EUW","my adc  cringe","2021-10-03 23:43:44"
"Kaiser","EU","EU","MAD Lions","EUW","livelyfish5","2021-09-20 17:20:46"
"Kaiser","EU","EU","MAD Lions","EUW","PQPAANLS","2021-09-18 23:37:45"
"Kaiser","EU","EU","MAD Lions","EUW","tapwater enjoyer","2021-05-03 23:48:21"
"Kaiser","EU","EU","MAD Lions","EUW","werewhale","2021-01-25 02:56:47"
"Kaiser","EU","EU","MAD Lions","EUW","first act","2020-12-27 15:38:46"
"Kaiser","EU","EU","MAD Lions","NA","DropbearSalesman","2022-10-04 02:26:20"
"Kaiwing","PCS","PCS","PSG Talon","EUW","YTSearch Hanabi","2021-10-16 10:30:25"
"Kaiwing","PCS","PCS","PSG Talon","EUW","Iceland H2OMan","2021-05-20 00:13:18"
"Kaiwing","PCS","PCS","PSG Talon","EUW","Phoenix SS","2019-11-04 00:00:00"
"Kaiwing","PCS","PCS","PSG Talon","KR","??? ??","2022-10-27 05:26:49"
"Kaiwing","PCS","PCS","PSG Talon","KR","1ike yesterday","2022-06-22 18:39:35"
"Kaiwing","PCS","PCS","PSG Talon","KR","2960772633863584","2022-05-10 07:00:42"
"Kaiwing","PCS","PCS","PSG Talon","KR","95501443del","2021-01-18 17:31:35"
"Kaiwing","PCS","PCS","PSG Talon","KR","last day 1","2018-01-11 07:29:05"
"Kami","BR","BR","paiN Gaming","BR","Kami","2022-10-27 02:25:22"
"Kami","BR","BR","paiN Gaming","BR","Guerreiro da Fé","2021-12-29 05:08:43"
"Kami","BR","BR","paiN Gaming","BR","Bete Harmon","2021-01-07 01:21:25"
"Kami","BR","BR","paiN Gaming","BR","byFCn61i0M","2018-01-12 18:17:57"
"Kamil","EU","TR","Team AURORA","EUW","pusheen fan","2022-11-02 20:52:16"
"Kamil","EU","TR","Team AURORA","EUW","w3bcam","2022-08-31 22:56:41"
"Kanavi","KR","CN","JD Gaming","KR","vinaka","2022-09-25 15:54:46"
"Kanavi","KR","CN","JD Gaming","KR","38801035del","2022-05-12 14:55:14"
"Kanavi","KR","CN","JD Gaming","KR","95360218del","2021-01-07 17:05:34"
"Kanavi","KR","CN","JD Gaming","KR","lqslqslqslqs","2019-11-04 00:00:00"
"Kanavi","KR","CN","JD Gaming","NA","alltimesleepy","2022-10-28 05:10:04"
"Kaori","TR","NA","Evil Geniuses","EUW","Kaor1","2022-11-03 00:07:20"
"Kaori","TR","NA","Evil Geniuses","EUW","Kaori1","2021-12-31 13:16:22"
"Kaori","TR","NA","Evil Geniuses","EUW","SUP Kaori2","2019-11-04 00:00:00"
"Kaori","TR","NA","Evil Geniuses","KR","2960771880863168","2022-05-27 13:16:32"
"Karis","KR","KR","Hanwha Life Esports","KR","Kariszz","2022-11-01 11:08:30"
"Karis","KR","KR","Hanwha Life Esports","KR","101512009del","2021-01-05 14:40:20"
"Karsa","PCS","CN","Victory Five","EUW","Langx is my son","2019-11-04 00:00:00"
"Karsa","PCS","CN","Victory Five","EUW","CKKu7yxfQoPqCtUq","2019-10-02 22:56:23"
"Karsa","PCS","CN","Victory Five","KR","beibuxuanju","2022-10-30 05:55:59"
"Karsa","PCS","CN","Victory Five","KR","baiye","2022-02-04 12:35:57"
"Karsa","PCS","CN","Victory Five","KR","2639443678405856","2022-01-11 19:27:41"
"Karsa","PCS","CN","Victory Five","KR","Adachi Shimamura","2019-12-28 10:59:48"
"Karsa","PCS","CN","Victory Five","KR","???? ???","2019-01-21 23:37:57"
"Karsa","PCS","CN","Victory Five","KR","KianaKawaii","2018-10-19 11:28:53"
"Karsa","PCS","CN","Victory Five","KR","KianaTime","2018-09-29 08:37:57"
"Karsa","PCS","CN","Victory Five","KR","Kiana KasIana","2018-09-23 09:38:43"
"Karsa","PCS","CN","Victory Five","KR","Kizun4","2018-01-06 05:36:16"
"Kati","VT","VT","GAM Esports","NA","G A M Kati","2022-10-13 22:20:21"
"Kazu","JP","JP","DetonatioN FocusMe","EUW","Coach Kazu KK","2021-09-26 12:05:53"
"Kazu","JP","JP","DetonatioN FocusMe","EUW","Kazuuuuuu","2021-05-10 18:31:34"
"Kazu","JP","JP","DetonatioN FocusMe","JP","????","2022-10-30 13:19:21"
"Ke","CN","CN","Invictus Gaming","KR","2654323295274112","2022-01-11 19:16:59"
"Ke","CN","CN","Invictus Gaming","KR","79710172del","2020-12-05 18:00:37"
"Kedaya","CN","CN","Team World Elite","EUW","LNG uneasy","2021-10-19 15:16:40"
"Kedaya","CN","CN","Team World Elite","EUW","heal ad plz","2021-09-26 22:32:41"
"Kedaya","CN","CN","Team World Elite","EUW","2021Worlds0119","2021-09-26 16:14:26"
"Kedaya","CN","CN","Team World Elite","KR","asdfghjhhg","2022-11-01 12:43:47"
"Kellin","KR","KR","DWG KIA","KR","???????","2022-09-28 18:16:44"
"Kellin","KR","KR","DWG KIA","KR","???","2022-03-24 16:21:30"
"Kellin","KR","KR","DWG KIA","NA","mizisu","2022-10-21 05:22:34"
"Kellin","KR","KR","DWG KIA","NA","EVOLVE5555","2022-10-02 05:36:47"
"Kenvi","NA","NA","Immortals","EUW","knv2","2021-10-16 20:25:39"
"Kenvi","NA","NA","Immortals","NA","Kenvi","2022-11-03 00:36:23"
"Kenvi","NA","NA","Immortals","NA","Kenvi2","2022-11-02 01:30:54"
"Keria","KR","KR","T1","EUW","The Kid Keria","2021-10-29 23:31:34"
"Keria","KR","KR","T1","KR","???","2022-09-25 17:33:27"
"Keria","KR","KR","T1","KR","areik","2022-09-06 04:19:38"
"Keria","KR","KR","T1","NA","Aim First","2022-11-02 08:25:10"
"Key","KR","KR","Hanwha Life Esports","BR","haaaaaaaaaaa","2020-04-05 03:05:59"
"Key","KR","KR","Hanwha Life Esports","KR","HLE Key","2022-10-04 06:48:00"
"Key","KR","KR","Hanwha Life Esports","KR","2006welcome","2022-08-02 18:04:31"
"Key","KR","KR","Hanwha Life Esports","KR","???200","2019-01-09 22:52:23"
"Khan","KR","KR","DWG KIA","EUW","Ashamed Man","2021-11-05 15:02:29"
"Khan","KR","KR","DWG KIA","EUW","it has been ages","2021-05-22 22:17:57"
"Khan","KR","KR","DWG KIA","EUW","Waste love","2021-04-25 21:33:09"
"Khan","KR","KR","DWG KIA","EUW","Kkoma1","2019-11-02 21:46:00"
"Khan","KR","KR","DWG KIA","EUW","insane top","2018-05-18 22:08:39"
"Khan","KR","KR","DWG KIA","KR","??? ?","2022-10-20 08:59:03"
"Khan","KR","KR","DWG KIA","KR","Mannoroth","2022-10-13 10:24:58"
"Khan","KR","KR","DWG KIA","KR","qweafdzdddgasdf","2022-09-28 16:23:22"
"Khan","KR","KR","DWG KIA","KR","????????","2022-04-17 11:56:25"
"Khan","KR","KR","DWG KIA","KR","96181346del","2021-12-03 11:37:43"
"Khan","KR","KR","DWG KIA","KR","SD??????","2019-01-09 23:18:54"
"Khan","KR","KR","DWG KIA","KR","Griffin Sword","2018-01-10 07:40:31"
"Kiaya","VT","VT","GAM Esports","EUW","S2026Pi4oWKwafce","2019-11-04 00:00:00"
"Kiaya","VT","VT","GAM Esports","KR","95990380del","2021-01-19 04:48:30"
"Kiaya","VT","VT","GAM Esports","KR","?? ? ????","2020-01-09 06:20:04"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-10-01 07:02:27"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-29 08:15:43"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-29 06:38:48"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-27 21:21:22"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-23 07:44:48"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-21 14:12:09"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-20 09:25:17"
"Kiaya","VT","VT","GAM Esports","KR","trannnnnnnnnnnn","2019-09-18 09:31:41"
"Kiaya","VT","VT","GAM Esports","NA","HelloAmericaa","2022-10-14 18:10:54"
"Kiin","KR","KR","Kwangdong Freecs","KR","qpalzmwoaj","2022-11-02 11:03:11"
"Kiin","KR","KR","Kwangdong Freecs","KR","kiin","2022-11-01 16:19:17"
"Kiin","KR","KR","Kwangdong Freecs","KR","????????","2022-06-11 17:25:11"
"Kiin","KR","KR","Kwangdong Freecs","KR","qpalzmwoaj","2019-09-09 10:17:26"
"Kiin","KR","KR","Kwangdong Freecs","KR","???????","2018-01-04 06:52:24"
"Kingen","KR","KR","DRX","KR","Kingen","2022-09-23 09:21:11"
"Kingen","KR","KR","DRX","KR","??????","2022-05-15 16:18:30"
"Kino","PCS","PCS","Beyond Gaming","EUW","LanPeiFang","2021-10-07 21:45:06"
"Kino","PCS","PCS","Beyond Gaming","KR","2654324980450880","2022-01-11 19:09:30"
"Kino","PCS","PCS","Beyond Gaming","KR","95621460del","2021-01-14 19:11:01"
"Kino","PCS","PCS","Beyond Gaming","NA","I dont wanna go","2022-10-01 17:28:42"
"Kino","PCS","PCS","Beyond Gaming","NA","Husha GYB","2022-09-26 22:53:05"
"Kireas","TR","TR","SuperMassive Blaze","EUW","always retreat","2022-11-03 00:28:23"
"Kireas","TR","TR","SuperMassive Blaze","EUW","jg pls","2020-11-17 01:28:17"
"Kireas","TR","TR","SuperMassive Blaze","EUW","Kireas","2019-05-13 03:27:02"
"Kituruken","TR","TR","NASR eSports Turkey","EUW","kìtu","2022-11-02 19:24:48"
"Kituruken","TR","TR","NASR eSports Turkey","EUW","chimkennubget","2022-10-28 13:22:55"
"Kituruken","TR","TR","NASR eSports Turkey","EUW","ziel anvisiert","2021-01-08 16:44:25"
"knight","CN","CN","Top Esports","KR","knightt","2022-09-25 11:45:30"
"knight","CN","CN","Top Esports","KR","Permaban12087157","2022-02-12 22:36:07"
"knight","CN","CN","Top Esports","KR","2639443464873088","2022-01-06 15:20:34"
"knight","CN","CN","Top Esports","KR","95150221del","2021-01-18 18:49:17"
"knight","CN","CN","Top Esports","KR","kk9qwq","2020-01-09 05:07:33"
"knight","CN","CN","Top Esports","KR","71150224del","2019-11-04 00:00:00"
"knight","CN","CN","Top Esports","KR","no1v1","2019-09-05 09:51:09"
"knight","CN","CN","Top Esports","NA","qweqweqwr","2022-10-14 18:38:57"
"Koala","PCS","PCS","CTBC Flying Oyster","EUW","olololololol","2019-11-04 00:00:00"
"Koala","PCS","PCS","CTBC Flying Oyster","KR","95651461del","2021-01-16 06:50:48"
"Koala","PCS","PCS","CTBC Flying Oyster","KR","Migratory Bir","2019-12-23 16:43:10"
"Koala","PCS","PCS","CTBC Flying Oyster","KR","??? ???","2019-08-28 22:56:33"
"Koala","PCS","PCS","CTBC Flying Oyster","KR","?? ?","2019-01-13 09:02:12"
"Koala","PCS","PCS","CTBC Flying Oyster","KR","sdasdgklui","2018-09-21 23:45:09"
"Koala","PCS","PCS","CTBC Flying Oyster","NA","fghklfgho","2022-10-16 05:56:19"
"Kobbe","EU","EU","Astralis","EUW","Kobbe","2022-11-02 21:17:35"
"Kobbe","EU","EU","Astralis","EUW","McD CoWorker","2022-06-27 22:24:28"
"Kobbe","EU","EU","Astralis","KR","Stragedy Book","2019-12-21 11:59:00"
"Kobbe","EU","EU","Astralis","NA","Carsten Mølby","2020-05-13 22:16:45"
"Kold","EU","NA","Team Liquid","EUW","Koold","2022-10-28 18:12:00"
"Koldo","EU","EU","KOI","EUW","Aítana Øcaña","2022-11-01 14:31:42"
"Koldo","EU","EU","KOI","EUW","Ðamøn Salvatore","2022-10-28 09:28:22"
"Koldo","EU","EU","KOI","EUW","soy murciANO","2021-05-09 20:32:18"
"Koldo","EU","EU","KOI","EUW","Aítana Ocaña","2019-12-07 22:12:53"
"Kongyue","PCS","PCS","J Team","KR","95661460del","2020-12-11 05:07:47"
"Kongyue","PCS","PCS","J Team","KR","Kongyue","2020-01-09 09:15:34"
"Kongyue","PCS","PCS","J Team","KR","MAD Kongyue","2018-11-19 06:14:09"
"Kongyue","PCS","PCS","J Team","KR","MAD PiPi","2018-09-21 08:03:00"
"Krastyel","BR","BR","Vorax Liberty","BR","Krastyel1","2022-11-03 00:15:33"
"Krastyel","BR","BR","Vorax Liberty","BR","VRX Krastyel","2021-01-13 01:22:07"
"Krastyel","BR","BR","Vorax Liberty","BR","RDP KrastyeI","2020-01-24 02:03:58"
"Kryze","EU","EU","exceL Esports","EUW","xLinayaa","2022-04-01 12:00:14"
"Kryze","EU","EU","exceL Esports","EUW","Agadmator fan","2021-02-04 11:10:24"
"Kryze","EU","EU","exceL Esports","EUW","Kryze","2020-07-16 18:21:30"
"Kryze","EU","EU","exceL Esports","EUW","Aednatan","2020-06-16 10:15:17"
"Ksaez","TR","TR","SuperMassive Blaze","EUW","never retreat","2022-10-29 16:13:04"
"labrov","EU","EU","Team Vitality","EUW","school phobia","2022-11-03 00:14:36"
"labrov","EU","EU","Team Vitality","EUW","Amelda","2022-05-30 10:42:16"
"labrov","EU","EU","Team Vitality","EUW","LYXNNH","2021-09-08 18:17:34"
"labrov","EU","EU","Team Vitality","EUW","pyke thresh otp","2021-05-12 16:03:50"
"labrov","EU","EU","Team Vitality","EUW","labrov6969","2019-08-15 20:44:35"
"Larssen","EU","EU","Rogue","EUW","RGE Larssen","2022-09-30 20:47:10"
"Larssen","EU","EU","Rogue","EUW","land of ice","2021-09-28 21:08:04"
"Larssen","EU","EU","Rogue","EUW","2021Worlds0051","2021-09-28 11:10:09"
"Larssen","EU","EU","Rogue","EUW","RGE Larssen","2020-02-08 15:11:37"
"Larssen","EU","EU","Rogue","EUW","6td9RaW4SFswW30k","2019-11-04 00:00:00"
"Larssen","EU","EU","Rogue","EUW","larssen2","2019-11-04 00:00:00"
"Larssen","EU","EU","Rogue","NA","LEC MlDKING","2022-10-19 22:44:35"
"Lava","KR","KR","Fredit BRION","KR","BRO Lava","2022-11-01 23:19:23"
"Lava","KR","KR","Fredit BRION","KR","???? ???","2022-09-06 05:09:59"
"Lava","KR","KR","Fredit BRION","KR","lavazz","2022-04-29 04:59:21"
"Lava","KR","KR","Fredit BRION","KR","56991495del","2019-11-04 00:00:00"
"Lehends","KR","KR","Gen.G","EUW","jMCmdrnXiaOv6Yzc","2019-11-04 00:00:00"
"Lehends","KR","KR","Gen.G","KR","Lehends","2022-09-28 16:50:24"
"Lehends","KR","KR","Gen.G","KR","Always be crying","2022-09-28 16:26:20"
"Lehends","KR","KR","Gen.G","KR","Lehends","2019-08-29 11:50:57"
"Lehends","KR","KR","Gen.G","NA","GEN 1EHENDS","2022-10-29 05:43:24"
"Lele","CN","CN","FunPlus Phoenix","EUW","good The server","2021-05-22 20:43:37"
"Lele","CN","CN","FunPlus Phoenix","KR","2639440853050400","2021-11-10 07:49:13"
"Leo","KR","KR","Kwangdong Freecs","KR","????","2022-11-01 13:27:31"
"Leo","KR","KR","Kwangdong Freecs","KR","???","2022-10-10 17:05:29"
"Levi","VT","VT","GAM Esports","EUW","TaBUUx7D8L64u0hw","2019-11-04 00:00:00"
"Levi","VT","VT","GAM Esports","KR","95700382del","2021-01-18 16:52:58"
"Levi","VT","VT","GAM Esports","KR","otemp388","2019-11-04 00:00:00"
"Levi","VT","VT","GAM Esports","KR","otemp388","2019-08-26 02:24:45"
"Levi","VT","VT","GAM Esports","KR","otemp388","2019-08-26 02:24:45"
