"player_name","player_home_region","player_current_region","team_name","account_server","account_name","account_last_active"
"DuDu","KR","KR","Hanwha Life Esports","KR","100590781del","2021-11-08 17:02:00"
"dyNquedo","BR","BR","paiN Gaming","BR","paiN dyNKas","2022-09-01 12:44:45"
"dyNquedo","BR","BR","paiN Gaming","EUW","MC PP DA VS","2018-05-05 20:15:43"
"dyNquedo","BR","BR","paiN Gaming","KR","zeca urubu","2018-10-03 23:43:38"
"dyNquedo","BR","BR","paiN Gaming","KR","??? Xiaohu","2018-09-17 08:08:22"
"Effort","KR","KR","Nongshim RedForce","EUW","QeowyxduYtTOHuQ9","2019-11-02 00:59:48"
"Effort","KR","KR","Nongshim RedForce","KR","????1234","2022-11-02 14:49:33"
"Effort","KR","KR","Nongshim RedForce","KR","07 JGL","2022-05-06 05:46:51"
"Elio","VT","VT","GAM Esports","NA","Rise as 1","2022-10-05 07:22:08"
"Elk","CN","CN","Ultra Prime","KR","fgdkxcnkz","2022-11-02 16:58:12"
"Elk","CN","CN","Ultra Prime","KR","2639445125113408","2022-01-11 19:06:32"
"Elk","CN","CN","Ultra Prime","KR","95110216del","2021-01-18 18:26:54"
"Elk","CN","CN","Ultra Prime","KR","91051146del","2020-12-09 05:23:07"
"Ellam","TR","TR","Fenerbahçe Esports","EUW","BABO ADC","2022-10-31 15:16:54"
"Ellam","TR","TR","Fenerbahçe Esports","EUW","Chad Movement","2021-11-08 00:33:42"
"Ellim","KR","KR","Kwangdong Freecs","KR","???3????","2022-11-02 19:46:41"
"Ellim","KR","KR","Kwangdong Freecs","KR","? ?","2022-10-16 09:22:16"
"Elyoya","EU","EU","MAD Lions","EUW","elyoyaaaaaaaaaaa","2022-10-16 15:44:40"
"Elyoya","EU","EU","MAD Lions","EUW","Hiroshi noharaa","2022-09-15 23:04:58"
"Elyoya","EU","EU","MAD Lions","EUW","Elyoya","2022-08-23 00:57:47"
"Elyoya","EU","EU","MAD Lions","EUW","Ratón calvo","2022-01-24 21:04:21"
"Elyoya","EU","EU","MAD Lions","NA","Ashton Klutcher","2022-10-02 16:45:55"
"Elyoya","EU","EU","MAD Lions","NA","rakiti rakiti","2022-09-28 17:03:28"
"EMENES","KR","TR","Galakticos","KR","EMENES","2022-11-02 18:33:59"
"Enga","LLA","LLA","Rainbow7","BR","MARI BECERRA","2022-09-14 16:02:29"
"Enso","PCS","PCS","J Team","KR","5unrise","2020-01-09 09:21:45"
"Envy","BR","BR","FURIA Esports","BR","Devin Booker1","2022-11-03 00:34:35"
"Envy","BR","BR","FURIA Esports","BR","Verstappen 1","2022-09-09 01:03:01"
"Envy","BR","BR","FURIA Esports","KR","2891407295809088","2022-05-18 19:00:55"
"Envyy","KR","KR","Liiv SANDBOX","KR","DdadaLaDdala","2022-11-02 19:48:30"
"Envyy","KR","KR","Liiv SANDBOX","KR","?? ??","2022-04-25 06:24:14"
"Eradan","BR","BR","Netshoes Miners","BR","Eradan","2022-08-03 23:24:37"
"Eric","CN","CN","LGD Gaming","KR","yyzx","2022-11-02 19:45:50"
"Eric","CN","CN","LGD Gaming","KR","2639438658348576","2021-11-10 05:19:21"
"Eric","CN","CN","LGD Gaming","KR","?? ?? ???","2021-06-08 09:21:15"
"esA","BR","BR","Flamengo Los Grandes","BR","esA","2022-06-13 14:33:26"
"esA","BR","BR","Flamengo Los Grandes","BR","sushi lover","2022-06-01 22:55:53"
"esA","BR","BR","Flamengo Los Grandes","BR","gordim gostoso","2021-11-11 17:40:02"
"esA","BR","BR","Flamengo Los Grandes","BR","Thomas Ham","2019-01-26 06:02:58"
"Evi","JP","JP","DetonatioN FocusMe","EUW","Leapfrogger","2021-10-10 23:33:23"
"Evi","JP","JP","DetonatioN FocusMe","EUW","Kafuu chin0","2021-09-25 21:53:25"
"Evi","JP","JP","DetonatioN FocusMe","EUW","smukakukuka","2021-05-10 18:06:49"
"Evi","JP","JP","DetonatioN FocusMe","EUW","Maine Cooon","2019-11-04 00:00:00"
"Evi","JP","JP","DetonatioN FocusMe","JP","??????","2022-10-08 05:27:32"
"Evi","JP","JP","DetonatioN FocusMe","KR","?? ??? ??","2022-09-23 13:56:17"
"Evi","JP","JP","DetonatioN FocusMe","KR","2960772111738720","2022-05-13 15:58:19"
"Evi","JP","JP","DetonatioN FocusMe","KR","ggabi man","2022-01-26 05:26:32"
"Evi","JP","JP","DetonatioN FocusMe","KR","TOHOHO","2018-01-18 23:56:16"
"Evi","JP","JP","DetonatioN FocusMe","NA","MinotaurReckoner","2022-10-02 17:38:54"
"eXyu","NA","NA","Dignitas","NA","eXyu","2022-11-01 04:02:45"
"Faker","KR","KR","T1","BR","JHkbBxgd9CtiGAEL","2017-05-26 00:11:49"
"Faker","KR","KR","T1","EUW","wincg","2021-10-29 23:58:30"
"Faker","KR","KR","T1","EUW","hide on stream","2019-11-02 21:09:27"
"Faker","KR","KR","T1","KR","Hide on bush","2022-09-25 17:33:27"
"Faker","KR","KR","T1","KR","afsdfsadvwerwer","2019-11-04 00:00:00"
"Faker","KR","KR","T1","KR","20541485del","2019-06-30 07:35:55"
"Faker","KR","KR","T1","NA","Neo Hide on bush","2022-11-02 07:41:23"
"Farfetch","TR","TR","Istanbul Wild Cats","EUW","catshouldntsmoke","2022-11-02 22:06:49"
"Farfetch","TR","TR","Istanbul Wild Cats","EUW","agonized cat","2022-10-27 10:29:05"
"Farfetch","TR","TR","Istanbul Wild Cats","EUW","Whale Rider","2021-04-30 20:59:34"
"Farfetch","TR","TR","Istanbul Wild Cats","KR","2960771266365376","2022-05-13 02:18:16"
"Farfetch","TR","TR","Istanbul Wild Cats","KR","FLAGGED 57895679","2022-04-29 18:26:57"
"Farfetch","TR","TR","Istanbul Wild Cats","NA","FFarfetch","2022-10-01 00:14:46"
"Farfetch","TR","TR","Istanbul Wild Cats","NA","SMB suzhifen","2022-09-26 03:21:47"
"FATE","KR","KR","Kwangdong Freecs","KR","FATE","2022-11-02 18:43:17"
"FATE","KR","KR","Kwangdong Freecs","KR","?? ????","2022-09-22 12:28:45"
"FBI","NA","NA","100 Thieves","EUW","NA Hopium","2021-11-02 20:10:25"
"FBI","NA","NA","100 Thieves","KR","2858935056589952","2021-12-27 15:23:55"
"FBI","NA","NA","100 Thieves","NA","Outplaymachine12","2022-10-04 17:10:44"
"FBI","NA","NA","100 Thieves","NA","ADCADC123","2022-07-07 07:07:19"
"Ferret","TR","TR","Istanbul Wild Cats","EUW","XÐDDDDDDD","2022-11-02 19:32:17"
"Ferret","TR","TR","Istanbul Wild Cats","EUW","ßE HUMBLE","2022-08-17 14:13:43"
"Ferret","TR","TR","Istanbul Wild Cats","EUW","Ozcan Gurbuz","2021-05-16 21:42:38"
"Ferret","TR","TR","Istanbul Wild Cats","EUW","go next guys","2020-12-27 15:53:27"
"Ferret","TR","TR","Istanbul Wild Cats","KR","2960771167691808","2022-05-13 03:21:06"
"Ferret","TR","TR","Istanbul Wild Cats","KR","FFFFFFFFFERRET","2022-04-30 02:16:13"
"Ferret","TR","TR","Istanbul Wild Cats","NA","XÐDDDDDDDDD","2022-10-01 21:50:07"
"Finn","EU","EU","exceL Esports","EUW","Finn1","2022-11-02 17:52:11"
"Finn","EU","EU","exceL Esports","EUW","RGE F1nn","2022-10-12 15:18:20"
"Finn","EU","EU","exceL Esports","EUW","FINNNNN","2022-09-25 17:25:28"
"Finn","EU","EU","exceL Esports","NA","nniF GLC","2021-08-01 21:41:51"
"FireRain","KR","TR","Fenerbahçe Esports","KR","By ??","2022-11-02 11:36:12"
"Flakked","EU","EU","G2 Esports","EUW","thank uuuuu","2022-11-01 17:16:26"
"Flakked","EU","EU","G2 Esports","EUW","6419","2021-11-21 19:49:57"
"Flakked","EU","EU","G2 Esports","EUW","el tetoncito","2021-05-08 22:03:27"
"Flakked","EU","EU","G2 Esports","EUW","100x100 MERENGUE","2020-05-26 20:12:23"
"Flakked","EU","EU","G2 Esports","KR","2960771427034304","2022-05-28 04:37:50"
"Flakked","EU","EU","G2 Esports","KR","flakkkkkkkkkkkkk","2022-05-04 09:22:20"
"Flakked","EU","EU","G2 Esports","KR","FLAGGED 61789850","2022-04-30 02:03:00"
"Flakked","EU","EU","G2 Esports","NA","UmaJan69","2022-10-13 19:00:12"
"Flame","KR","KR","T1","KR","???? ???","2022-11-02 08:09:15"
"Flame","KR","KR","T1","KR","???? Flame","2018-05-23 06:58:31"
"Flame","KR","KR","T1","KR","Flyquest Flame","2017-12-31 14:12:29"
"Flame","KR","KR","T1","KR","LGD LaCoStE","2017-05-25 14:32:41"
"Flame","KR","KR","T1","NA","flameflameflame","2018-09-23 07:52:24"
"Flandre","CN","CN","EDward Gaming","EUW","YQSH","2021-11-05 21:31:38"
"Flandre","CN","CN","EDward Gaming","KR","fashion??","2022-06-01 16:26:25"
"Flandre","CN","CN","EDward Gaming","KR","2639436125489088","2022-01-07 11:34:38"
"Flandre","CN","CN","EDward Gaming","KR","95310226del","2021-01-07 17:13:42"
"Flandre","CN","CN","EDward Gaming","KR","77060238del","2020-01-09 16:19:40"
"Flandre","CN","CN","EDward Gaming","NA","123Susan","2022-10-23 06:14:24"
"Flare (BR)","BR","BR","Flamengo Los Grandes","KR","2891407665571456","2022-05-16 06:18:17"
"fNb","BR","BR","FURIA Esports","KR","2891407363081664","2022-05-18 13:25:23"
"Focus","KR","TR","Galakticos","EUW","Focus9","2022-08-23 11:39:13"
"Focus","KR","TR","Galakticos","KR","???","2022-10-29 12:18:54"
"Focus","KR","TR","Galakticos","NA","Muy bien1","2020-05-01 17:53:26"
"FoFo","PCS","CN","Bilibili Gaming","EUW","MidOnlywin","2019-11-04 00:00:00"
"FoFo","PCS","CN","Bilibili Gaming","KR","2639444400252096","2022-01-12 05:06:10"
"FoFo","PCS","CN","Bilibili Gaming","KR","95380214del","2021-01-19 05:17:36"
"FoFo","PCS","CN","Bilibili Gaming","KR","0830678748","2020-01-09 05:07:46"
"FoFo","PCS","CN","Bilibili Gaming","KR","dwdqwdqwd","2019-09-27 09:04:08"
"FoFo","PCS","CN","Bilibili Gaming","KR","sweetgirll","2019-08-28 22:45:01"
"FoFo","PCS","CN","Bilibili Gaming","KR","1234987654","2019-01-13 07:32:25"
"Forge","CN","CN","Rare Atom","KR","danyingren","2022-11-02 07:52:35"
"Forge","CN","CN","Rare Atom","KR","2639441582302336","2022-01-12 05:27:11"
"Forge","CN","CN","Rare Atom","KR","PSOUT","2020-11-06 13:27:28"
"Forge","CN","CN","Rare Atom","KR","89030413del","2020-01-14 08:39:44"
"Froggy","VT","VT","Saigon Buffalo","KR","2960772928095264","2022-05-24 02:46:10"
"Froggy","VT","VT","Saigon Buffalo","KR","2960770937128800","2022-04-30 08:44:01"
"Froggy","VT","VT","Saigon Buffalo","NA","Lord Frog","2022-10-03 14:52:41"
"Frozen","KR","KR","DRX","EUW","SUP Frozen","2019-01-08 18:28:55"
"Frozen","KR","KR","DRX","KR","???","2022-10-31 14:45:48"
"Frozen","KR","KR","DRX","KR","????","2019-09-26 08:41:24"
"Frozen","KR","KR","DRX","NA","Xten Frozen","2020-04-19 19:32:07"
"Fudge","NA","NA","Cloud9","EUW","C9 Fudge Factor","2021-10-23 18:25:35"
"Fudge","NA","NA","Cloud9","EUW","HOQXSCRC","2021-05-18 22:44:35"
"Fudge","NA","NA","Cloud9","EUW","mmmfudge1","2019-11-04 00:00:00"
"Fudge","NA","NA","Cloud9","EUW","MAMMOTH TOP","2019-09-21 07:23:38"
"Fudge","NA","NA","Cloud9","EUW","takearf2020","2019-09-20 19:42:40"
"Fudge","NA","NA","Cloud9","KR","2966567573685664","2022-06-11 12:13:01"
"Fudge","NA","NA","Cloud9","NA","FUDGEYCAKEY","2022-10-12 23:14:00"
"Fudge","NA","NA","Cloud9","NA","HOPIUMCOPIUM","2021-11-11 01:30:26"
"GALA","CN","CN","Royal Never Give Up","EUW","2021Worlds0171","2021-10-22 23:26:03"
"GALA","CN","CN","Royal Never Give Up","EUW","wininIceland","2021-05-22 22:30:13"
"GALA","CN","CN","Royal Never Give Up","EUW","ORIEXYDW","2021-04-28 11:47:11"
"GALA","CN","CN","Royal Never Give Up","KR","waiga","2022-07-12 16:19:28"
"GALA","CN","CN","Royal Never Give Up","KR","RNG 2022","2022-06-08 14:22:40"
"GALA","CN","CN","Royal Never Give Up","KR","2639440644236736","2022-01-12 05:24:31"
"GALA","CN","CN","Royal Never Give Up","KR","jggapmidgapzz","2020-10-29 06:08:58"
"GALA","CN","CN","Royal Never Give Up","KR","49630570del","2019-07-27 11:06:49"
"GALA","CN","CN","Royal Never Give Up","NA","nonawaaa","2022-10-21 17:16:19"
"Galen","NA","NA","Counter Logic Gaming","NA","2moon2","2021-03-21 00:22:16"
"Galen","NA","NA","Counter Logic Gaming","NA","m22n","2019-11-04 00:00:00"
"Galen","NA","NA","Counter Logic Gaming","NA","holgate","2018-05-11 03:18:11"
"Galen","NA","NA","Counter Logic Gaming","NA","WvvwWwvWwvvwvWww","2017-05-26 09:00:30"
"Gamsu","KR","NA","Dignitas","NA","Youngjin Noh","2022-09-08 23:57:31"
"Gango","KR","JP","Sengoku Gaming","KR","??? ??","2022-11-03 00:22:06"
"Gariaru","JP","JP","Burning Core","KR","95372441del","2021-11-15 08:40:29"
"Gastruks","LLA","LLA","XTEN Esports","NA","5 n0vember","2021-09-04 16:11:04"
"Gemini","PCS","PCS","CTBC Flying Oyster","KR","95641469del","2021-01-19 07:05:27"
"Gemini","PCS","PCS","CTBC Flying Oyster","KR","20180111","2018-01-10 07:56:49"
"Gemini","PCS","PCS","CTBC Flying Oyster","NA","Aragaki Yuiä","2022-10-16 04:05:19"
"Ghost","KR","KR","Nongshim RedForce","EUW","CocaCola Monster","2021-11-05 12:23:33"
"Ghost","KR","KR","Nongshim RedForce","EUW","2021Worlds0148","2021-09-28 14:25:26"
"Ghost","KR","KR","Nongshim RedForce","EUW","KIA The new K3","2021-05-22 21:32:25"
"Ghost","KR","KR","Nongshim RedForce","EUW","KIA The new K3","2021-04-30 13:39:03"
"Ghost","KR","KR","Nongshim RedForce","EUW","KIA The new K3","2021-04-28 02:27:51"
"Ghost","KR","KR","Nongshim RedForce","EUW","KIA The new K3","2021-04-27 09:27:33"
"Ghost","KR","KR","Nongshim RedForce","KR","DWG Ghost","2022-09-15 07:53:04"
"Ghost","KR","KR","Nongshim RedForce","KR","?? ???","2022-08-01 03:29:11"
"Ghost","KR","KR","Nongshim RedForce","KR","35781080del","2018-08-20 23:49:50"
"GIDEON","KR","KR","KT Rolster","KR","G1DEON","2022-11-02 20:02:03"
"GIDEON","KR","KR","KT Rolster","KR","inng7","2022-11-02 06:12:36"
"Gilius","EU","EU","SK Gaming","EUW","Jigglethewiggle","2022-05-25 19:37:29"
"Goku","BR","BR","Flamengo Los Grandes","BR","goku chan","2022-09-30 04:58:39"
"Goku","BR","BR","Flamengo Los Grandes","BR","Hatsune Míku","2022-07-25 23:03:32"
"Goku","BR","BR","Flamengo Los Grandes","BR","beije a chuva","2019-04-01 17:27:03"
"Goku","BR","BR","Flamengo Los Grandes","EUW","Hackeei o goku","2019-11-04 00:00:00"
"Goku","BR","BR","Flamengo Los Grandes","EUW","MoshiMoShrimp","2019-09-18 15:00:16"
"Goku","BR","BR","Flamengo Los Grandes","EUW","ShrimpLover","2019-09-17 23:47:21"
"Gori","KR","PCS","PSG Talon","KR","nuli nuli ba","2022-11-02 17:19:02"
"Gori","KR","PCS","PSG Talon","KR","GGGori","2022-11-02 14:49:33"
"Gori","KR","PCS","PSG Talon","KR","Go5ri","2022-08-18 15:23:11"
"Grell","LLA","LLA","Isurus Gaming","NA","Pimpollo fumador","2022-10-01 06:04:14"
"Grendel","JP","JP","Crest Gaming Act","KR","95282440del","2021-01-18 09:40:29"
"Grevthar","BR","BR","RED Canids","BR","Grevzin","2022-11-02 21:28:03"
"Grevthar","BR","BR","RED Canids","EUW","B99 PERALTHAR","2021-10-07 23:45:21"
"Grevthar","BR","BR","RED Canids","KR","2960771584599552","2022-05-14 10:26:29"
"Grevthar","BR","BR","RED Canids","KR","2960769607443648","2022-04-29 06:11:53"
"Griffon","RU","RU","CrowCrowd","EUW","Samarian Warrior","2022-11-02 22:58:55"
"Guigo","BR","BR","RED Canids","EUW","ssibal mosquitos","2021-10-07 19:35:13"
"Guigo","BR","BR","RED Canids","KR","2960771522847776","2022-05-14 09:35:15"
"Guigo","BR","BR","RED Canids","KR","Look properly","2022-04-30 00:54:20"
"Gumayusi","KR","KR","T1","EUW","Giant Monster","2021-10-29 18:32:38"
"Gumayusi","KR","KR","T1","KR","T1 Gumayusi","2022-09-25 18:27:58"
"Gumayusi","KR","KR","T1","KR","JXN1MVc6dAdqVY1I","2020-01-09 16:20:34"
"Gumayusi","KR","KR","T1","NA","gumaguma12","2022-11-02 19:44:40"
"Gyeong","BR","BR","Flamengo Los Grandes","BR","accdisabled6341","2021-11-03 00:37:43"
"H4cker","CN","CN","Ultra Prime","KR","jaqbh4n","2022-10-18 07:10:29"
"H4cker","CN","CN","Ultra Prime","KR","95170225del","2021-01-19 09:22:12"
"H4xDefender","NA","NA","Team Liquid","EUW","2021Worlds0024","2021-10-03 19:58:31"
"hachamecha","JP","JP","Crest Gaming Act","KR","95331568del","2022-01-11 17:41:09"
"hachamecha","JP","JP","Crest Gaming Act","KR","choujiao","2019-12-13 08:26:25"
"Halo","OCE","OCE","PEACE","EUW","hopp iceland","2021-10-31 16:35:37"
"Halo","OCE","OCE","PEACE","OCE","Accountability","2022-06-21 02:05:40"
"Hana","PCS","PCS","J Team","EUW","fritzlimoorange","2019-11-04 00:00:00"
"Hana","PCS","PCS","J Team","EUW","Rosé Card","2019-10-03 19:47:09"
"Hana","PCS","PCS","J Team","KR","Ocean lord","2019-01-13 07:58:33"
"Hanabi","PCS","PCS","PSG Talon","EUW","Kafuu chin0","2021-10-16 21:59:28"
"Hanabi","PCS","PCS","PSG Talon","EUW","ShirakamiFubukii","2021-05-20 16:41:04"
"Hanabi","PCS","PCS","PSG Talon","EUW","Illya is my wife","2018-05-18 10:13:16"
"Hanabi","PCS","PCS","PSG Talon","KR","breath of stella","2022-11-02 14:35:39"
"Hanabi","PCS","PCS","PSG Talon","KR","NaruseSh1roha","2022-01-18 15:36:51"
"Hanabi","PCS","PCS","PSG Talon","KR","2654327940720064","2022-01-12 17:52:00"
"Hanabi","PCS","PCS","PSG Talon","KR","95621469del","2021-01-17 10:19:15"
"Hanabi","PCS","PCS","PSG Talon","KR","hanabi9","2020-01-09 05:55:12"
"Hanabi","PCS","PCS","PSG Talon","KR","Shiodome M1una","2018-11-16 23:42:07"
"Hang","CN","CN","FunPlus Phoenix","KR","1zhangwukuaiqian","2022-08-13 15:24:24"
"Hang","CN","CN","FunPlus Phoenix","KR","2639444711991200","2022-01-12 05:10:18"
"Hang","CN","CN","FunPlus Phoenix","KR","92282312del","2020-12-08 10:08:10"
"Hang","CN","CN","FunPlus Phoenix","KR","96510209del","2020-10-19 15:08:34"
"Hani","VT","VT","Team Secret","EUW","N A F L 4","2019-11-04 00:00:00"
"Hani","VT","VT","Team Secret","EUW","3ZseQnAUmWX7V3XO","2019-10-01 20:32:13"
"Haninger","RU","RU","CrowCrowd","EUW","CIowninger","2022-02-07 11:39:22"
"Harp","KR","JP","DetonatioN FocusMe","KR","???","2022-11-02 16:13:20"
"Harp","KR","JP","DetonatioN FocusMe","KR","Im necessary","2022-10-28 11:03:16"
"Harp","KR","JP","DetonatioN FocusMe","NA","canIgetsomewater","2022-10-02 17:05:50"
"Haru","KR","EU","Team Vitality","EUW","Villager C","2022-08-14 14:38:44"
"Haru","KR","EU","Team Vitality","EUW","MIN SEUNG","2019-11-02 21:59:40"
"Haru","KR","EU","Team Vitality","KR","Villager B","2022-11-02 14:39:48"
"Haru","KR","EU","Team Vitality","KR","shirushi","2022-05-20 07:40:29"
"Haru","KR","EU","Team Vitality","KR","KunikidaHanamaru","2021-05-12 19:09:22"
"Haru","KR","EU","Team Vitality","KR","shirushi","2018-09-09 06:09:49"
"Haru","KR","EU","Team Vitality","KR","Dear Brave","2018-01-07 08:19:04"
"Hasmed","VT","VT","Saigon Buffalo","KR","2960772895917664","2022-06-02 19:21:15"
"Hasmed","VT","VT","Saigon Buffalo","KR","FLAGGED 75294115","2022-04-30 08:45:09"
"Hasmed","VT","VT","Saigon Buffalo","NA","Hasmez","2022-10-03 15:07:58"
"Hena","KR","KR","Fredit BRION","KR","BRO Hena","2022-11-02 18:43:16"
"Hieu3","VT","VT","GAM Esports","EUW","sup1234","2019-11-04 00:00:00"
"Hieu3","VT","VT","GAM Esports","EUW","sup123456","2019-10-09 09:16:33"
"Hjarnan","EU","EU","Team Vitality","EUW","New folder kebab","2022-11-03 00:11:35"
"Hjarnan","EU","EU","Team Vitality","EUW","Carl XVI Gustaf1","2021-06-07 19:02:25"
"Hjarnan","EU","EU","Team Vitality","EUW","HJARNAN","2017-10-02 19:58:44"
"Hjarnan","EU","EU","Team Vitality","EUW","Hjärnanbakomallt","2017-05-26 03:40:56"
"Hjarnan","EU","EU","Team Vitality","KR","Carl XVI Gustaf","2018-10-25 02:17:18"
"Hoglet","KR","JP","AXIZ","KR","DaYE","2022-10-23 17:14:59"
"Hoglet","KR","JP","AXIZ","KR","??????","2021-01-07 04:58:01"
"Hoit","KR","KR","Kwangdong Freecs","EUW","hang1e","2019-11-04 00:00:00"
"Hoit","KR","KR","Kwangdong Freecs","KR","???","2022-11-02 11:33:14"
"Hoit","KR","KR","Kwangdong Freecs","KR","??? ???","2022-04-06 16:01:38"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","EUW","HoIyPhoenîx","2022-11-03 00:52:20"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","EUW","HøIyPhoenix","2022-10-27 22:26:23"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","EUW","Phoenix Ridêr","2021-04-28 17:14:02"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","EUW","olhtjpnu","2021-01-07 17:38:05"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","EUW","olhtjpnu","2021-01-06 13:08:31"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","KR","2960771232728928","2022-05-12 15:57:37"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","KR","2960769241810880","2022-04-30 00:12:02"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","KR","HolyPhoenix","2022-04-29 13:49:11"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","NA","HolyPhoênix","2022-10-02 19:42:44"
"HolyPhoenix","TR","TR","Istanbul Wild Cats","NA","HolyPhoênix","2022-09-26 02:47:16"
"Honey","KR","JP","Sengoku Gaming","KR","??????","2022-10-10 09:36:20"
"Hope","CN","CN","JD Gaming","KR","hope3","2022-09-25 15:44:30"
"Hope","CN","CN","JD Gaming","KR","2639435390542880","2022-01-12 07:45:41"
"Hope","CN","CN","JD Gaming","KR","95360216del","2021-01-18 11:03:28"
"Hope","CN","CN","JD Gaming","KR","42194700del","2020-01-31 20:53:12"
"Hope","CN","CN","JD Gaming","KR","EDGY Hope","2019-09-27 13:30:56"
"Hope","CN","CN","JD Gaming","KR","af senan","2019-09-18 09:33:30"
"Hope","CN","CN","JD Gaming","KR","EDGY Hope","2019-09-01 07:25:43"
"Hope","CN","CN","JD Gaming","NA","Jusaka","2022-10-29 07:29:43"
"Hoya","KR","CN","ThunderTalk Gaming","KR","????????","2022-11-02 16:01:28"
"Hoya","KR","CN","ThunderTalk Gaming","KR","???","2022-05-02 05:51:50"
"huanfeng","CN","CN","Weibo Gaming","KR","nishenmechengfen","2022-11-02 18:48:50"
"huanfeng","CN","CN","Weibo Gaming","KR","Evers","2022-06-07 12:18:41"
"huanfeng","CN","CN","Weibo Gaming","KR","2639442735268928","2022-01-10 18:08:32"
"huanfeng","CN","CN","Weibo Gaming","KR","1211211212122112","2021-09-21 07:03:26"
"huanfeng","CN","CN","Weibo Gaming","KR","95350229del","2021-01-19 10:40:21"
"huanfeng","CN","CN","Weibo Gaming","KR","fengjianjian","2020-06-09 13:39:08"
"Huhi","NA","NA","100 Thieves","EUW","Banande","2021-10-14 23:04:05"
"Huhi","NA","NA","100 Thieves","KR","2858935100573056","2021-12-27 13:37:59"
"Huhi","NA","NA","100 Thieves","NA","huhi","2022-10-29 04:06:05"
"Huhi","NA","NA","100 Thieves","NA","70ping gamer","2022-10-02 06:51:52"
"Huhi","NA","NA","100 Thieves","NA","banande","2022-01-16 04:28:38"
"Huhi","NA","NA","100 Thieves","NA","0qJ6OdFvM7","2017-06-19 05:54:20"
"Humanoid","EU","EU","Fnatic","EUW","Junglerespectorr","2022-11-02 22:09:45"
"Humanoid","EU","EU","Fnatic","EUW","PogMirkler","2021-11-03 19:24:50"
"Humanoid","EU","EU","Fnatic","NA","Wesley Warren Jr","2022-10-12 22:00:54"
"Huni","NA","NA","TSM","BR","Carb is my life","2017-05-26 00:11:49"
"Huni","NA","NA","TSM","EUW","aM8hwcIFZCuQj0Lc","2019-11-04 00:00:00"
"Huni","NA","NA","TSM","KR","???","2022-09-13 08:28:01"
"Huni","NA","NA","TSM","KR","0Xr9AR1cV8sma05T","2018-01-10 21:49:49"
"Huni","NA","NA","TSM","NA","TSMFTX Heo","2022-06-23 17:53:35"
"Huni","NA","NA","TSM","NA","ADC Huni","2017-05-26 08:59:53"
"Huni","NA","NA","TSM","NA","dhn","2017-05-26 08:59:50"
"HuSha","PCS","PCS","Beyond Gaming","EUW","HSFFFFFFFFFF","2021-10-08 22:34:32"
"HuSha","PCS","PCS","Beyond Gaming","KR","2654324673824064","2022-01-12 16:21:25"
"HuSha","PCS","PCS","Beyond Gaming","NA","wuxinlongg","2022-10-02 16:05:59"
"HuSha","PCS","PCS","Beyond Gaming","NA","ositosi","2022-09-26 17:06:31"
"Husky","PCS","PCS","Beyond Gaming","KR","2654324776912032","2021-10-13 06:02:21"
"Husky Rider","TR","TR","5 Ronin","EUW","Husky Rider","2022-11-01 08:42:49"
"HyBriD","KR","JP","Crest Gaming Act","KR","Every Sec0nd","2022-11-02 19:02:36"
"HyBriD","KR","JP","Crest Gaming Act","KR","? ?? ???","2017-11-19 23:55:55"
"HyBriD","KR","JP","Crest Gaming Act","KR","???","2017-09-25 06:55:39"
"Hylissang","EU","EU","Fnatic","EUW","FNC Hylissang","2022-09-28 18:21:42"
"Hylissang","EU","EU","Fnatic","EUW","FNC Hylissangg","2021-10-11 19:04:50"
"Hylissang","EU","EU","Fnatic","EUW","How Win","2021-06-03 09:18:11"
"Hylissang","EU","EU","Fnatic","EUW","FNC PurpleKeria","2021-01-29 15:56:34"
"Hylissang","EU","EU","Fnatic","EUW","o04yzl9awdFyG990","2020-02-07 15:17:47"
"Hylissang","EU","EU","Fnatic","KR","Svveeney Todd","2018-11-02 07:37:39"
"Hylissang","EU","EU","Fnatic","KR","windyrainysleepy","2017-05-25 14:39:19"
"Hylissang","EU","EU","Fnatic","NA","fnc sweeney tod","2022-10-13 15:30:22"
"Hylissang","EU","EU","Fnatic","NA","fnc sweeney tod","2022-09-30 16:12:00"
"iBoy","CN","CN","Rare Atom","KR","asdhaskjdhjaksdh","2022-07-30 22:17:25"
"iBoy","CN","CN","Rare Atom","KR","2639444506813888","2022-01-12 13:43:50"
"iBoy","CN","CN","Rare Atom","KR","Chengnianren","2021-10-30 14:30:39"
"iBoy","CN","CN","Rare Atom","KR","Hazemoon","2021-10-05 15:19:00"
"iBoy","CN","CN","Rare Atom","KR","95210213del","2021-01-19 05:19:23"
"iBoy","CN","CN","Rare Atom","KR","qwerewqw","2020-11-09 11:40:20"
"iBoy","CN","CN","Rare Atom","KR","qqiqi77","2020-08-19 08:18:33"
